@relation GestureTraining-weka.filters.unsupervised.attribute.Remove-R25-27

@attribute LinearAccelX_RMS numeric
@attribute LinearAccelY_RMS numeric
@attribute LinearAccelZ_RMS numeric
@attribute GyroscopeX_RMS numeric
@attribute GyroscopeY_RMS numeric
@attribute GyroscopeZ_RMS numeric
@attribute LinearAccelX_StDev numeric
@attribute LinearAccelY_StDev numeric
@attribute LinearAccelZ_StDev numeric
@attribute GyroscopeX_StDev numeric
@attribute GyroscopeY_StDev numeric
@attribute GyroscopeZ_StDev numeric
@attribute LinearAccelX_Mean numeric
@attribute LinearAccelY_Mean numeric
@attribute LinearAccelZ_Mean numeric
@attribute GyroscopeX_Mean numeric
@attribute GyroscopeY_Mean numeric
@attribute GyroscopeZ_Mean numeric
@attribute LinearAccelX_AvgEnergy numeric
@attribute LinearAccelY_AvgEnergy numeric
@attribute LinearAccelZ_AvgEnergy numeric
@attribute GyroscopeX_AvgEnergy numeric
@attribute GyroscopeY_AvgEnergy numeric
@attribute GyroscopeZ_AvgEnergy numeric
@attribute GyroscopeX_ZeroCross numeric
@attribute GyroscopeY_ZeroCross numeric
@attribute GyroscopeZ_ZeroCross numeric
@attribute LinearAccelX_ECDF0 numeric
@attribute LinearAccelX_ECDF1 numeric
@attribute LinearAccelX_ECDF2 numeric
@attribute LinearAccelX_ECDF3 numeric
@attribute LinearAccelX_ECDF4 numeric
@attribute LinearAccelX_ECDF5 numeric
@attribute LinearAccelX_ECDF6 numeric
@attribute LinearAccelX_ECDF7 numeric
@attribute LinearAccelX_ECDF8 numeric
@attribute LinearAccelX_ECDF9 numeric
@attribute LinearAccelX_ECDF10 numeric
@attribute LinearAccelX_ECDF11 numeric
@attribute LinearAccelX_ECDF12 numeric
@attribute LinearAccelX_ECDF13 numeric
@attribute LinearAccelX_ECDF14 numeric
@attribute LinearAccelY_ECDF0 numeric
@attribute LinearAccelY_ECDF1 numeric
@attribute LinearAccelY_ECDF2 numeric
@attribute LinearAccelY_ECDF3 numeric
@attribute LinearAccelY_ECDF4 numeric
@attribute LinearAccelY_ECDF5 numeric
@attribute LinearAccelY_ECDF6 numeric
@attribute LinearAccelY_ECDF7 numeric
@attribute LinearAccelY_ECDF8 numeric
@attribute LinearAccelY_ECDF9 numeric
@attribute LinearAccelY_ECDF10 numeric
@attribute LinearAccelY_ECDF11 numeric
@attribute LinearAccelY_ECDF12 numeric
@attribute LinearAccelY_ECDF13 numeric
@attribute LinearAccelY_ECDF14 numeric
@attribute LinearAccelZ_ECDF0 numeric
@attribute LinearAccelZ_ECDF1 numeric
@attribute LinearAccelZ_ECDF2 numeric
@attribute LinearAccelZ_ECDF3 numeric
@attribute LinearAccelZ_ECDF4 numeric
@attribute LinearAccelZ_ECDF5 numeric
@attribute LinearAccelZ_ECDF6 numeric
@attribute LinearAccelZ_ECDF7 numeric
@attribute LinearAccelZ_ECDF8 numeric
@attribute LinearAccelZ_ECDF9 numeric
@attribute LinearAccelZ_ECDF10 numeric
@attribute LinearAccelZ_ECDF11 numeric
@attribute LinearAccelZ_ECDF12 numeric
@attribute LinearAccelZ_ECDF13 numeric
@attribute LinearAccelZ_ECDF14 numeric
@attribute Class {10,11,12,cluster0,cluster1,cluster2,cluster3,cluster4}

@data
2.702626,9.220048,3.572239,0.658764,0.570577,0.593166,2.700897,9.209671,3.570647,0.658689,0.570255,0.589111,-0.096667,-0.437315,0.106619,-0.009881,0.019158,0.069242,0.069514,0.809039,0.121446,0.39048,0.292933,0.316587,41,17,42,-6.66562,-4.874417,-3.095485,-2.336377,-1.289195,-0.603915,-0.333341,0.158024,0.629616,1.059607,2.070727,2.365034,2.946409,3.413281,4.202274,-16.125327,-13.532052,-11.50619,-9.81752,-8.096763,-6.222455,-4.443282,-1.502142,3.243727,6.665641,8.945149,10.474898,10.609436,10.699412,10.868918,-7.717988,-5.472182,-4.059565,-2.94745,-2.361523,-1.167524,-0.520058,0.04054,1.43118,1.929561,2.510997,3.603018,4.112641,5.23951,6.525612,cluster3
0.150713,0.244485,0.094752,0.05042,0.063215,0.06273,0.138241,0.149051,0.093672,0.048187,0.059803,0.060038,0.060031,-0.193796,-0.014263,-0.014839,-0.020486,0.018181,0.24834,0.653504,0.098156,0.242727,0.381549,0.375723,15,13,20,-0.366016,-0.169663,-0.039389,-0.008153,0.015436,0.029778,0.039705,0.056299,0.067918,0.082253,0.101893,0.121594,0.17643,0.272124,0.497394,-0.537627,-0.377294,-0.297266,-0.26927,-0.248506,-0.2351,-0.224093,-0.201862,-0.190996,-0.179838,-0.168884,-0.158492,-0.097928,0.054147,0.570961,-0.38487,-0.113289,-0.077685,-0.046319,-0.03532,-0.026699,-0.015948,-0.010426,-0.00553,0.003109,0.011502,0.024522,0.044512,0.100546,0.340444,cluster0
1.546352,3.265525,0.730487,0.382948,0.309947,0.38225,1.506637,3.257788,0.721589,0.378088,0.272573,0.381265,-0.348208,-0.224651,0.113669,-0.060819,0.147549,0.027424,0.175973,0.784757,0.039269,0.377154,0.247066,0.37578,19,16,29,-3.652341,-2.595823,-2.186411,-1.504829,-1.294496,-1.136311,-0.567368,-0.351559,0.146479,0.499892,0.823748,1.205714,1.476628,1.575481,2.329896,-6.943608,-4.667887,-3.675101,-3.308629,-2.50342,-1.85977,-1.178772,-0.621863,0.120394,1.095463,1.735868,2.731696,3.727367,4.17285,8.57612,-2.134112,-0.887541,-0.621347,-0.437724,-0.297517,-0.09193,0.00177,0.12617,0.214919,0.401501,0.530857,0.660572,0.872728,1.20598,1.970869,cluster1
1.212578,4.207821,3.232822,0.668885,0.178335,0.492619,1.210487,4.207694,3.232124,0.66812,0.169241,0.490595,-0.07118,-0.03258,0.067204,-0.031993,0.056223,-0.044614,0.049628,0.597617,0.352754,0.619777,0.044056,0.336167,38,38,51,-4.413665,-1.632815,-1.287683,-0.88015,-0.553642,-0.451589,-0.31397,-0.148648,0.076681,0.339132,0.489532,0.90474,1.078193,1.489941,3.463824,-10.914012,-5.742561,-4.398826,-3.75639,-2.768222,-2.017013,-0.732681,-0.390665,0.256969,1.638094,2.389401,3.417502,4.961601,6.064006,9.92647,-6.694596,-4.948912,-3.487489,-2.548037,-2.118005,-1.492015,-0.825257,-0.040472,1.081569,1.473945,2.486404,3.099462,3.583368,4.19,10.86533,cluster4
1.181234,1.138398,0.962258,0.207327,0.328103,0.265183,1.180256,1.130581,0.933568,0.194394,0.326427,0.2586,-0.048068,-0.133174,0.233218,0.07208,-0.033122,0.058724,0.385744,0.358274,0.255982,0.194536,0.487204,0.31826,27,8,10,-2.244934,-1.830053,-1.575683,-1.363501,-1.146355,-0.640768,0.098214,0.364694,0.497871,0.637395,0.760751,1.024773,1.168582,1.473862,2.019289,-5.018111,-1.694288,-1.197507,-0.996535,-0.816425,-0.457775,-0.184085,-0.061483,0.14753,0.285003,0.482285,0.695912,0.872228,1.255626,3.090276,-2.739642,-1.310686,-0.537723,-0.375477,-0.185606,0.052384,0.184009,0.322307,0.424766,0.524745,0.740985,0.869705,1.083863,1.408744,2.962948,cluster4
0.034247,0.249101,0.030538,0.010977,0.005705,0.006342,0.027844,0.064556,0.028221,0.010976,0.005698,0.006309,0.019939,-0.24059,0.011667,0.000133,0.000292,-0.00065,0.018281,0.967183,0.014536,0.623454,0.168426,0.20812,34,25,35,-0.047351,-0.022743,-0.010109,-0.0011,0.005128,0.009402,0.01406,0.019584,0.023537,0.027708,0.035777,0.040763,0.051913,0.064263,0.09538,-0.435547,-0.33981,-0.311184,-0.293954,-0.28179,-0.260652,-0.245733,-0.232276,-0.227086,-0.214978,-0.202405,-0.190294,-0.181654,-0.136943,-0.087543,-0.091798,-0.026182,-0.014943,-0.009952,-0.00256,0.000014,0.006025,0.011554,0.015349,0.022995,0.029341,0.034466,0.040357,0.048879,0.093841,cluster0
0.042987,0.074302,0.05092,0.010421,0.010075,0.006252,0.039806,0.045404,0.03576,0.009619,0.009944,0.0061,0.016228,0.058816,0.03625,-0.004008,-0.001618,-0.001371,0.185499,0.554215,0.260285,0.435809,0.407343,0.156848,25,26,30,-0.087689,-0.035742,-0.022729,-0.01624,-0.006965,-0.000354,0.006601,0.013806,0.018746,0.025315,0.032136,0.046888,0.06248,0.077904,0.149817,-0.039416,-0.005809,0.007814,0.023374,0.030585,0.043535,0.055079,0.058053,0.068515,0.076524,0.08194,0.092188,0.104793,0.124842,0.176448,-0.090777,-0.019785,0.002219,0.014356,0.01848,0.026691,0.034642,0.037641,0.042333,0.050345,0.055504,0.064824,0.078122,0.088986,0.102346,cluster0
2.8734,9.585277,3.684743,0.737962,0.338171,0.601077,2.855,9.509008,3.615256,0.737962,0.336239,0.600746,-0.32466,-1.206773,0.712221,0.000113,0.036098,0.019925,0.072609,0.80799,0.119402,0.533784,0.112091,0.354125,48,25,38,-8.181443,-5.466608,-4.203262,-1.787509,-1.315908,-0.810635,-0.418594,0.102515,0.719828,1.116604,1.589186,1.968238,2.472706,3.270063,4.31678,-15.648749,-13.891591,-12.420793,-10.217489,-9.133885,-6.973785,-5.899701,-3.954693,-0.510994,6.745106,10.321493,10.588489,10.687954,10.776183,10.923592,-7.194508,-4.303248,-3.444557,-2.980373,-2.338918,-1.149435,0.43726,1.245691,1.834557,2.412937,3.042912,3.710696,5.251287,5.977572,6.825399,cluster3
0.055235,0.083612,0.110182,0.053971,0.016404,0.016576,0.052456,0.057026,0.06542,0.045471,0.016131,0.015046,0.0173,0.061147,0.088659,0.029073,-0.002984,-0.006957,0.13754,0.315166,0.547295,0.84266,0.07785,0.07949,12,19,19,-0.109518,-0.050974,-0.035724,-0.021612,-0.013466,-0.002727,0.007346,0.015,0.023987,0.029632,0.038871,0.049758,0.071373,0.106266,0.165302,-0.083837,-0.017541,0.001281,0.017998,0.027254,0.039,0.053179,0.062526,0.072823,0.080496,0.087264,0.096371,0.113442,0.137915,0.265242,-0.186253,-0.004889,0.026379,0.046251,0.061547,0.073128,0.093272,0.106457,0.112643,0.122681,0.128462,0.137162,0.148015,0.161981,0.218237,cluster0
3.049356,9.498754,2.924113,0.760541,0.504977,0.554549,3.043529,9.450451,2.876455,0.760521,0.50452,0.542584,-0.188424,-0.956717,0.525777,-0.005536,0.021473,0.11457,0.086038,0.834847,0.079116,0.506966,0.2235,0.269534,33,20,36,-11.205778,-5.577705,-3.404166,-1.995529,-1.198489,-0.77148,-0.33213,-0.035277,0.377554,1.051292,1.696443,2.428183,2.918986,3.417929,8.239572,-15.19577,-13.956115,-11.980129,-10.396778,-7.862557,-6.832116,-5.347689,-4.359582,0.287812,7.872793,9.894405,10.363359,10.466249,10.578999,10.784161,-7.203827,-4.099389,-2.827931,-1.90772,-0.811777,-0.130307,0.300206,0.903839,1.358991,1.615099,2.605541,3.068973,3.50504,4.134079,5.759146,cluster3
3.038799,9.295873,3.444217,0.715314,0.386865,0.530406,3.030728,9.252371,3.427271,0.715293,0.386864,0.530022,-0.22133,-0.898275,0.34124,0.005498,0.001057,0.020183,0.085892,0.803768,0.11034,0.542792,0.158767,0.298441,46,17,40,-8.738592,-5.501438,-4.596351,-2.046164,-1.215959,-0.613022,-0.37744,0.192007,0.642531,1.187303,1.794899,2.443234,3.000876,3.427447,4.696368,-15.785448,-13.881892,-11.66617,-9.572388,-8.230285,-6.724777,-4.421683,-2.30655,1.159309,5.406705,8.662651,10.606109,10.707682,10.813126,10.867846,-9.768564,-4.596204,-3.277768,-2.85074,-1.838504,-1.19969,-0.358971,0.553115,1.285775,1.872923,2.54839,3.582615,4.411323,5.145728,6.499858,cluster3
0.043173,0.052542,0.028798,0.005365,0.006676,0.00501,0.042784,0.037672,0.028721,0.005365,0.006631,0.004981,-0.005781,0.036625,-0.002096,0.000047,0.000774,-0.000533,0.341758,0.506183,0.152058,0.292399,0.452668,0.254933,37,32,30,-0.105716,-0.063961,-0.051502,-0.042181,-0.031813,-0.023538,-0.017037,-0.009017,-0.000828,0.006736,0.013998,0.026096,0.044669,0.063837,0.109424,-0.073352,-0.01991,-0.00224,0.009546,0.014824,0.023097,0.027964,0.036053,0.043071,0.049455,0.057248,0.061187,0.079086,0.093806,0.153566,-0.074996,-0.042881,-0.033229,-0.025661,-0.021197,-0.01538,-0.01055,-0.004596,0.002412,0.007789,0.013661,0.023105,0.029476,0.046548,0.069689,cluster0
1.118516,4.481308,0.884949,0.370114,0.118081,0.272851,1.117907,4.474338,0.884468,0.370025,0.117498,0.272841,0.036902,0.249851,-0.029171,0.008139,-0.011717,-0.002331,0.056568,0.908022,0.03541,0.607806,0.061866,0.330328,31,24,33,-2.673692,-1.907869,-1.212951,-0.922481,-0.628756,-0.432604,-0.087306,0.320894,0.548376,0.649954,0.803711,1.058403,1.269336,1.535573,1.719328,-7.967838,-6.366753,-5.079638,-4.236017,-3.051187,-1.735629,-0.609691,0.686385,1.81504,2.155174,2.817521,3.628067,4.315556,7.85796,10.35562,-2.907026,-1.348782,-0.941681,-0.629246,-0.338682,-0.223717,-0.102864,0.004743,0.145244,0.385427,0.506206,0.688858,0.860304,1.153466,1.707663,cluster1
0.058067,0.064443,0.027514,0.007936,0.011563,0.008066,0.053733,0.053722,0.027065,0.00788,0.01148,0.007291,-0.022011,0.035592,-0.004951,-0.000937,0.001388,0.003448,0.407138,0.501453,0.091409,0.240611,0.510838,0.248552,26,24,21,-0.154127,-0.112705,-0.078386,-0.061998,-0.050809,-0.041769,-0.031103,-0.021257,-0.009217,-0.000349,0.015701,0.025234,0.032503,0.057236,0.097026,-0.095301,-0.043537,-0.025744,-0.006201,0.000952,0.017105,0.027002,0.034853,0.046688,0.05742,0.064585,0.076838,0.091296,0.111374,0.188506,-0.082117,-0.048869,-0.034984,-0.025524,-0.020823,-0.013517,-0.008762,-0.00461,-0.000064,0.005111,0.011631,0.016046,0.022051,0.036767,0.059015,cluster0
0.033451,0.263477,0.043036,0.009876,0.005617,0.007077,0.032187,0.060239,0.030276,0.00985,0.005318,0.007076,0.009112,-0.256498,0.030585,-0.000726,0.001805,0.000135,0.015458,0.958958,0.025585,0.544394,0.176055,0.279551,26,26,29,-0.068341,-0.039142,-0.02346,-0.017313,-0.011686,-0.003791,0.002519,0.008088,0.01433,0.02176,0.028126,0.034922,0.04386,0.055032,0.091569,-0.453435,-0.361431,-0.311017,-0.297836,-0.282794,-0.273338,-0.263723,-0.25361,-0.245661,-0.23862,-0.21982,-0.205853,-0.195441,-0.17716,-0.071165,-0.056014,-0.012448,-0.00165,0.008053,0.015444,0.021163,0.024927,0.02952,0.034149,0.039495,0.046594,0.051681,0.063144,0.082201,0.096849,cluster0
3.2635,9.587073,3.540879,0.83955,0.38028,0.682475,3.236681,9.534319,3.537141,0.839292,0.380101,0.68063,-0.417527,-1.004357,0.162663,0.020812,-0.01164,0.050154,0.092532,0.798539,0.10893,0.53591,0.109952,0.354138,38,22,34,-12.942878,-5.285256,-4.074538,-2.727022,-1.437298,-0.868208,-0.125407,0.262959,0.563255,1.067365,1.71816,2.300588,2.659484,3.649482,4.965766,-16.14563,-14.743071,-12.653749,-10.262971,-8.570346,-6.440279,-4.700754,-3.706276,2.039274,6.814243,8.926354,10.289897,10.488883,10.638738,10.825255,-9.133589,-5.582463,-3.853029,-2.500964,-1.232359,-0.677257,-0.10831,0.398851,0.817649,1.826344,2.555103,3.159214,3.834203,4.885583,6.906165,cluster3
0.04184,0.091269,0.0435,0.005625,0.005697,0.004931,0.032345,0.04178,0.024045,0.005358,0.00547,0.00493,-0.02654,0.081145,0.03625,-0.001715,0.001592,0.000095,0.146212,0.695743,0.158045,0.357887,0.367098,0.275015,34,31,28,-0.116299,-0.079797,-0.065198,-0.051465,-0.043175,-0.037039,-0.032653,-0.026118,-0.017896,-0.011927,-0.00617,0.000991,0.010332,0.019293,0.036532,-0.046988,0.025361,0.036593,0.046443,0.054481,0.066621,0.0744,0.080365,0.090601,0.096293,0.104328,0.110863,0.123451,0.148037,0.200378,-0.012259,0.003078,0.009145,0.01261,0.019866,0.024852,0.03004,0.03577,0.040922,0.045431,0.050218,0.056656,0.062468,0.073389,0.10511,cluster0
0.158867,0.061043,0.140298,0.014642,0.039853,0.019504,0.07082,0.048905,0.03343,0.013867,0.038483,0.019049,-0.142208,0.03653,0.136257,0.004702,0.010358,-0.004188,0.518799,0.076594,0.404607,0.098212,0.727535,0.174253,12,11,12,-0.284782,-0.240731,-0.215316,-0.199583,-0.186175,-0.169824,-0.158748,-0.14859,-0.136817,-0.125593,-0.107517,-0.079383,-0.058966,-0.020773,0.008807,-0.108184,-0.031043,-0.008794,0.000991,0.010088,0.020642,0.02873,0.038498,0.042933,0.051027,0.058782,0.071895,0.094147,0.102656,0.191948,0.0492,0.087255,0.099203,0.11268,0.120777,0.124158,0.132515,0.136154,0.143848,0.149026,0.154754,0.161197,0.171565,0.184149,0.213501,cluster2
1.169261,1.35613,0.751507,0.676089,1.113048,0.467099,1.165565,1.34092,0.736867,0.676068,1.040817,0.428219,-0.0929,-0.20254,0.147615,0.005333,0.394431,0.186575,0.362547,0.487689,0.149764,0.238798,0.647218,0.113984,11,1,8,-2.760601,-2.018078,-1.420692,-1.140093,-0.765804,-0.434846,-0.233984,-0.075862,0.263669,0.422278,0.605213,0.702454,1.131072,1.597761,2.634353,-2.914701,-2.075617,-1.664198,-1.365449,-0.996299,-0.637146,-0.454708,-0.22624,-0.008179,0.263613,0.469955,0.708746,0.99895,1.75894,4.575003,-1.074821,-0.767473,-0.611245,-0.481471,-0.314759,-0.194637,-0.035211,0.043634,0.142743,0.274012,0.450698,0.759815,0.947235,1.34182,3.015731,cluster4
0.142989,0.149821,0.140158,0.017336,0.022927,0.01403,0.066159,0.070493,0.04282,0.015537,0.022151,0.013903,0.126763,-0.132201,-0.133457,0.007692,0.005917,0.001883,0.326944,0.358932,0.314125,0.293782,0.513818,0.1924,18,11,16,-0.0269,0.029756,0.056408,0.072569,0.086667,0.096809,0.110551,0.124948,0.134083,0.147937,0.163286,0.17506,0.205216,0.239612,0.284077,-0.344453,-0.252007,-0.198209,-0.175927,-0.149103,-0.144758,-0.137102,-0.12952,-0.115721,-0.106402,-0.095268,-0.085238,-0.063286,-0.025754,0.003807,-0.261243,-0.198826,-0.184602,-0.164702,-0.150227,-0.142531,-0.134879,-0.126244,-0.12097,-0.116879,-0.108651,-0.100878,-0.092815,-0.084509,-0.030433,cluster2
0.091251,0.143102,0.089676,0.027816,0.010042,0.009459,0.036749,0.082038,0.050306,0.026555,0.009954,0.008437,0.083524,-0.117252,0.074236,0.00828,0.001331,-0.004276,0.225984,0.555768,0.218248,0.802585,0.10461,0.092805,14,18,18,-0.034855,0.024647,0.044177,0.056913,0.065813,0.073421,0.079141,0.087639,0.093822,0.099744,0.10339,0.11437,0.124528,0.136012,0.150423,-0.343066,-0.230569,-0.205798,-0.191034,-0.164279,-0.153686,-0.134322,-0.119419,-0.100361,-0.082312,-0.065148,-0.046006,-0.025205,0.006129,0.077218,-0.029477,0.000275,0.019993,0.034074,0.044313,0.051571,0.056209,0.064418,0.080594,0.092518,0.106293,0.12133,0.132071,0.154625,0.205393,cluster0
0.056225,0.207872,0.052943,0.011745,0.005636,0.008976,0.040157,0.061567,0.029963,0.011559,0.00561,0.008892,0.039352,-0.198545,0.043649,0.002083,-0.000546,-0.001231,0.064285,0.878714,0.057001,0.551157,0.126918,0.321924,26,30,24,-0.053863,-0.024576,0.000745,0.010539,0.018226,0.025441,0.028363,0.033169,0.045621,0.054795,0.064377,0.075321,0.084952,0.092446,0.153727,-0.374051,-0.286528,-0.257771,-0.242513,-0.228551,-0.218941,-0.208745,-0.199829,-0.189691,-0.176425,-0.163669,-0.149925,-0.136815,-0.106841,-0.01065,-0.048059,-0.000981,0.0043,0.019439,0.026638,0.033558,0.040244,0.045515,0.049744,0.055527,0.062484,0.069171,0.076193,0.086033,0.120313,cluster0
0.052275,0.183731,0.080612,0.013241,0.013433,0.008439,0.046853,0.05605,0.030949,0.013063,0.011971,0.008419,0.023184,-0.174973,0.074434,-0.002165,0.006093,0.000591,0.063569,0.785266,0.151164,0.410616,0.422583,0.166801,21,12,18,-0.112618,-0.04183,-0.022189,-0.011996,-0.000492,0.0095,0.019816,0.028196,0.032231,0.039457,0.047675,0.054255,0.070998,0.0938,0.144067,-0.326588,-0.265647,-0.233752,-0.219303,-0.200525,-0.192168,-0.183507,-0.175233,-0.163249,-0.152039,-0.13929,-0.12371,-0.115546,-0.095675,-0.053148,-0.019206,0.027094,0.041627,0.051256,0.059984,0.065147,0.070579,0.072828,0.077515,0.083659,0.092249,0.102279,0.10851,0.119725,0.150083,cluster0
0.107219,0.244449,0.044178,0.025039,0.062785,0.018181,0.097132,0.080395,0.044037,0.021206,0.047204,0.017436,0.0454,-0.230851,0.00353,-0.013313,0.041396,-0.005151,0.157041,0.816297,0.026662,0.127962,0.804571,0.067467,26,6,23,-0.22819,-0.106068,-0.035769,-0.01805,0.000261,0.013146,0.020111,0.03978,0.050569,0.073128,0.091021,0.13126,0.156771,0.190614,0.306507,-0.487423,-0.354581,-0.30956,-0.290874,-0.2739,-0.256744,-0.238575,-0.227814,-0.207461,-0.196534,-0.188127,-0.169289,-0.150057,-0.131187,0.016403,-0.094224,-0.061724,-0.045484,-0.035038,-0.027874,-0.015153,-0.002824,0.005892,0.011792,0.022904,0.030659,0.038418,0.048364,0.069156,0.108656,cluster2
0.037143,0.051373,0.058756,0.009625,0.006204,0.006664,0.034182,0.045979,0.033062,0.009527,0.00619,0.00666,0.014532,0.022916,0.048571,0.001373,-0.000403,-0.000225,0.184659,0.353259,0.462081,0.527766,0.219242,0.252992,15,27,19,-0.073702,-0.038215,-0.021117,-0.010372,-0.005562,0.002655,0.007413,0.018042,0.022089,0.026195,0.036211,0.040198,0.048692,0.069923,0.098686,-0.101804,-0.039977,-0.02741,-0.013815,-0.006098,0.002583,0.009481,0.020195,0.032812,0.039026,0.048359,0.060476,0.072062,0.088149,0.181558,-0.043795,0.005751,0.010813,0.016222,0.028467,0.037367,0.041338,0.044493,0.052219,0.060947,0.069509,0.079585,0.088395,0.09826,0.13201,cluster0
0.102009,0.087365,0.088168,0.01828,0.023496,0.012387,0.101595,0.062835,0.047036,0.01825,0.023137,0.012332,0.009187,0.0607,0.074574,0.001042,0.004088,-0.001168,0.403138,0.295701,0.301161,0.321418,0.530998,0.147584,18,21,24,-0.240879,-0.084372,-0.042015,-0.028251,-0.020041,-0.011511,-0.005015,0.000748,0.007957,0.015577,0.023046,0.033343,0.047181,0.070163,0.53283,-0.198556,-0.010991,0.008238,0.019235,0.032813,0.041223,0.048577,0.063356,0.075755,0.084433,0.09228,0.109086,0.121644,0.147408,0.204613,-0.097643,0.005381,0.040221,0.052596,0.061258,0.065685,0.071163,0.076945,0.08338,0.088063,0.096382,0.110337,0.116887,0.126998,0.223637,cluster2
0.04878,0.206388,0.045119,0.009157,0.007895,0.006237,0.045494,0.049669,0.03086,0.00902,0.007698,0.006233,-0.017602,-0.200322,-0.032916,0.001577,-0.001753,-0.000232,0.050616,0.906081,0.043304,0.453059,0.336751,0.210191,27,32,28,-0.151634,-0.085636,-0.065861,-0.044624,-0.035174,-0.027565,-0.022252,-0.013903,-0.007299,-0.002288,0.008389,0.011724,0.026747,0.041815,0.090726,-0.330676,-0.275532,-0.250132,-0.234595,-0.224631,-0.212954,-0.208197,-0.199781,-0.191997,-0.180346,-0.174248,-0.165061,-0.152012,-0.127783,-0.030618,-0.110783,-0.074791,-0.065843,-0.057111,-0.04874,-0.045882,-0.042298,-0.037688,-0.032216,-0.025443,-0.017197,-0.007761,0.003626,0.019045,0.049463,cluster0
2.941427,9.542838,3.279277,0.716516,0.370393,0.575288,2.932136,9.501673,3.271277,0.716513,0.367864,0.575241,-0.233599,-0.885422,0.228924,0.002113,-0.043217,0.007362,0.078319,0.824338,0.097343,0.523049,0.139771,0.33718,42,9,42,-10.472237,-5.300063,-2.937425,-1.624158,-1.146935,-0.72292,-0.359169,0.133926,0.539644,1.135303,1.795867,2.161952,2.475502,3.35451,3.935627,-15.824037,-14.799137,-12.559113,-10.485356,-9.008123,-6.958311,-4.40719,-2.07933,2.228261,6.610366,9.3971,10.428725,10.501623,10.590875,10.70654,-8.02308,-4.660466,-3.586323,-2.714323,-1.360445,-0.751576,-0.148632,0.528925,0.935271,1.391245,2.516861,3.450569,3.820653,4.551659,5.977613,cluster3
0.120318,0.116389,0.052732,0.008366,0.007783,0.008495,0.036189,0.054251,0.033084,0.008283,0.006783,0.006972,-0.114746,0.102972,-0.041062,-0.00118,-0.003815,-0.004853,0.469959,0.439771,0.09027,0.345247,0.298766,0.355987,30,18,16,-0.198405,-0.163333,-0.151055,-0.142171,-0.137733,-0.130637,-0.123367,-0.117868,-0.111304,-0.100978,-0.098086,-0.085731,-0.077219,-0.061404,-0.009734,-0.088719,0.041017,0.054553,0.064249,0.07082,0.080263,0.090477,0.097242,0.106264,0.114573,0.129754,0.139424,0.158211,0.199589,0.242302,-0.121606,-0.090615,-0.077252,-0.070572,-0.061415,-0.055414,-0.047358,-0.040693,-0.035416,-0.028441,-0.016933,-0.009878,-0.004828,0.005503,0.034431,cluster0
0.064192,0.257616,0.036041,0.01301,0.011621,0.00882,0.056208,0.06703,0.03514,0.013007,0.011618,0.008807,0.031004,-0.248743,-0.008009,0.000281,0.000244,-0.000462,0.057401,0.924503,0.018095,0.442995,0.353426,0.203579,33,29,31,-0.107119,-0.056435,-0.028464,-0.008964,0.004604,0.014962,0.025046,0.03094,0.04116,0.050632,0.057823,0.075307,0.087401,0.104775,0.22771,-0.412044,-0.344509,-0.319191,-0.307406,-0.285761,-0.26926,-0.261178,-0.251028,-0.2346,-0.226293,-0.211309,-0.197505,-0.177991,-0.140848,-0.082738,-0.086666,-0.061489,-0.051112,-0.041842,-0.028172,-0.019279,-0.013849,-0.006837,-0.000758,0.006065,0.012402,0.018385,0.028964,0.04713,0.088671,cluster0
2.832591,9.253702,2.982695,0.580953,0.456175,0.529131,2.820111,9.212368,2.951046,0.58025,0.456052,0.529119,-0.265599,-0.873656,0.433352,0.028571,-0.010578,0.003587,0.07824,0.835009,0.086752,0.40881,0.25206,0.33913,36,13,44,-10.648296,-4.863846,-3.822249,-2.021183,-1.307009,-0.724382,-0.194637,0.10801,0.455536,0.903852,1.498097,2.105819,2.625667,3.360842,4.784769,-15.520411,-13.740934,-11.497832,-9.660783,-8.935715,-6.59294,-4.835437,-3.241723,2.728348,6.053146,9.473338,10.485414,10.592216,10.659061,10.744115,-7.733455,-4.719776,-2.795256,-1.98495,-0.79038,0.011308,0.45607,0.836348,1.280852,1.896842,2.126722,2.677801,3.633905,4.255411,6.310296,cluster3
0.904648,0.696104,0.608675,0.189893,0.284138,0.273957,0.899908,0.515818,0.608672,0.180465,0.264456,0.272013,0.09248,-0.467433,0.001979,0.059089,-0.103912,-0.03258,0.489047,0.289561,0.221392,0.187959,0.420829,0.391212,6,8,7,-1.90503,-1.528894,-0.901004,-0.561024,-0.307657,-0.177915,0.064132,0.149399,0.208524,0.294112,0.576707,0.878728,1.135716,1.477946,1.864321,-2.045412,-1.093968,-0.902687,-0.787096,-0.709409,-0.633855,-0.566492,-0.517323,-0.47614,-0.39211,-0.304937,-0.175975,0.032348,0.31757,1.055824,-1.310082,-1.106359,-0.872084,-0.465093,-0.273207,-0.147646,0.002126,0.075036,0.21829,0.303557,0.423629,0.506956,0.650768,0.823688,0.960351,cluster2
