@relation GestureTraining-weka.filters.unsupervised.attribute.Remove-R25-27

@attribute LinearAccelX_RMS numeric
@attribute LinearAccelY_RMS numeric
@attribute LinearAccelZ_RMS numeric
@attribute GyroscopeX_RMS numeric
@attribute GyroscopeY_RMS numeric
@attribute GyroscopeZ_RMS numeric
@attribute LinearAccelX_StDev numeric
@attribute LinearAccelY_StDev numeric
@attribute LinearAccelZ_StDev numeric
@attribute GyroscopeX_StDev numeric
@attribute GyroscopeY_StDev numeric
@attribute GyroscopeZ_StDev numeric
@attribute LinearAccelX_Mean numeric
@attribute LinearAccelY_Mean numeric
@attribute LinearAccelZ_Mean numeric
@attribute GyroscopeX_Mean numeric
@attribute GyroscopeY_Mean numeric
@attribute GyroscopeZ_Mean numeric
@attribute LinearAccelX_AvgEnergy numeric
@attribute LinearAccelY_AvgEnergy numeric
@attribute LinearAccelZ_AvgEnergy numeric
@attribute GyroscopeX_AvgEnergy numeric
@attribute GyroscopeY_AvgEnergy numeric
@attribute GyroscopeZ_AvgEnergy numeric
@attribute GyroscopeX_ZeroCross numeric
@attribute GyroscopeY_ZeroCross numeric
@attribute GyroscopeZ_ZeroCross numeric
@attribute LinearAccelX_ECDF0 numeric
@attribute LinearAccelX_ECDF1 numeric
@attribute LinearAccelX_ECDF2 numeric
@attribute LinearAccelX_ECDF3 numeric
@attribute LinearAccelX_ECDF4 numeric
@attribute LinearAccelX_ECDF5 numeric
@attribute LinearAccelX_ECDF6 numeric
@attribute LinearAccelX_ECDF7 numeric
@attribute LinearAccelX_ECDF8 numeric
@attribute LinearAccelX_ECDF9 numeric
@attribute LinearAccelX_ECDF10 numeric
@attribute LinearAccelX_ECDF11 numeric
@attribute LinearAccelX_ECDF12 numeric
@attribute LinearAccelX_ECDF13 numeric
@attribute LinearAccelX_ECDF14 numeric
@attribute LinearAccelY_ECDF0 numeric
@attribute LinearAccelY_ECDF1 numeric
@attribute LinearAccelY_ECDF2 numeric
@attribute LinearAccelY_ECDF3 numeric
@attribute LinearAccelY_ECDF4 numeric
@attribute LinearAccelY_ECDF5 numeric
@attribute LinearAccelY_ECDF6 numeric
@attribute LinearAccelY_ECDF7 numeric
@attribute LinearAccelY_ECDF8 numeric
@attribute LinearAccelY_ECDF9 numeric
@attribute LinearAccelY_ECDF10 numeric
@attribute LinearAccelY_ECDF11 numeric
@attribute LinearAccelY_ECDF12 numeric
@attribute LinearAccelY_ECDF13 numeric
@attribute LinearAccelY_ECDF14 numeric
@attribute LinearAccelZ_ECDF0 numeric
@attribute LinearAccelZ_ECDF1 numeric
@attribute LinearAccelZ_ECDF2 numeric
@attribute LinearAccelZ_ECDF3 numeric
@attribute LinearAccelZ_ECDF4 numeric
@attribute LinearAccelZ_ECDF5 numeric
@attribute LinearAccelZ_ECDF6 numeric
@attribute LinearAccelZ_ECDF7 numeric
@attribute LinearAccelZ_ECDF8 numeric
@attribute LinearAccelZ_ECDF9 numeric
@attribute LinearAccelZ_ECDF10 numeric
@attribute LinearAccelZ_ECDF11 numeric
@attribute LinearAccelZ_ECDF12 numeric
@attribute LinearAccelZ_ECDF13 numeric
@attribute LinearAccelZ_ECDF14 numeric
@attribute Class {10,11,12,cluster0,cluster1,cluster2,cluster3,cluster4}

@data
0.110629,0.091455,0.074928,0.040138,0.060119,0.014938,0.110482,0.070525,0.052774,0.038128,0.056322,0.014844,-0.005698,0.058225,0.053189,-0.012542,-0.021027,-0.00167,0.466825,0.31903,0.214144,0.295686,0.663359,0.040954,26,15,16,-0.402694,-0.160867,-0.093169,-0.059396,-0.042395,-0.028269,-0.0078,0.002392,0.010634,0.021927,0.039824,0.051915,0.088195,0.140069,0.311281,-0.117133,-0.053387,-0.012803,0.004339,0.018912,0.039322,0.045902,0.057884,0.066217,0.07679,0.089506,0.111483,0.130255,0.176797,0.230369,-0.124458,-0.019609,0.004351,0.029933,0.035219,0.043289,0.046841,0.054189,0.056613,0.063126,0.075347,0.087136,0.101054,0.138743,0.204175,cluster2
0.042686,0.267209,0.028537,0.012199,0.007588,0.006339,0.041524,0.075651,0.028536,0.012196,0.007558,0.006294,0.009892,-0.256276,0.000223,-0.000251,0.000679,0.000755,0.02461,0.96439,0.010999,0.603505,0.233524,0.162972,29,26,38,-0.086699,-0.051125,-0.034608,-0.027715,-0.013963,-0.003935,0.005414,0.00999,0.014441,0.019231,0.028928,0.045856,0.061781,0.073034,0.121853,-0.405875,-0.368432,-0.343126,-0.327682,-0.305799,-0.281386,-0.264982,-0.24931,-0.237119,-0.230539,-0.219481,-0.203527,-0.188021,-0.14068,-0.050336,-0.06964,-0.04799,-0.028164,-0.019609,-0.012358,-0.009117,-0.002699,0.001965,0.006546,0.011407,0.015735,0.019726,0.024569,0.04237,0.085161,cluster0
1.789223,1.356024,1.354175,0.529189,1.675572,0.887104,1.789202,0.995308,1.239052,0.338197,1.652457,0.834178,0.008614,-0.920958,0.546387,-0.407018,-0.277357,0.301828,0.46572,0.267504,0.266775,0.072277,0.724614,0.203109,5,4,3,-4.916436,-2.648964,-2.006328,-1.190438,-0.639883,-0.309232,0.161323,0.339743,0.445094,0.686287,0.848671,1.049344,1.226263,1.757291,5.556625,-3.014832,-2.535035,-2.03152,-1.728446,-1.523054,-1.333454,-1.05731,-0.829779,-0.657862,-0.40757,-0.268629,-0.129333,-0.002089,0.34746,1.647043,-1.090928,-0.768371,-0.398356,-0.2613,-0.09163,-0.009946,0.029753,0.116357,0.248957,0.333972,0.451134,1.397456,2.090463,2.862965,4.997616,cluster4
0.441585,0.372961,0.33605,0.231434,0.287783,0.100597,0.440684,0.372824,0.33542,0.229316,0.285442,0.099929,0.028185,0.010107,0.02058,-0.031237,-0.036636,-0.01157,0.436209,0.311167,0.252624,0.365607,0.565317,0.069076,18,11,23,-1.232714,-0.61387,-0.399401,-0.312588,-0.2291,-0.134336,-0.024007,0.02512,0.093158,0.145138,0.298071,0.390355,0.522455,0.652078,1.157829,-0.909934,-0.524302,-0.338825,-0.231242,-0.172419,-0.131033,-0.059983,-0.007551,0.055067,0.098846,0.215773,0.32462,0.403092,0.491195,1.0464,-0.673435,-0.479003,-0.332828,-0.274209,-0.189827,-0.129911,-0.043794,0.013614,0.072089,0.14617,0.197679,0.243663,0.388124,0.524287,1.198911,cluster2
0.629426,0.751731,0.595908,0.203073,0.174385,0.152056,0.628589,0.726932,0.595873,0.140657,0.164183,0.147361,0.032449,-0.191491,0.00646,-0.146472,-0.058769,0.037491,0.300959,0.429282,0.269759,0.435145,0.320884,0.243971,6,18,15,-1.487943,-0.96906,-0.651651,-0.442815,-0.348128,-0.188929,-0.080366,0.019127,0.193635,0.311009,0.451371,0.640305,0.731921,0.865209,1.338107,-2.636048,-1.108327,-0.83057,-0.647348,-0.50876,-0.409567,-0.338066,-0.227008,-0.104516,-0.027027,0.045087,0.181878,0.369726,0.892223,2.798907,-1.195413,-0.714557,-0.617759,-0.472612,-0.376959,-0.246581,-0.100471,0.005444,0.078465,0.136606,0.208071,0.395873,0.536548,0.789897,2.326358,cluster0
1.336504,2.218239,2.133804,0.464174,0.304752,0.292366,1.221121,2.213262,2.133598,0.464005,0.280873,0.28849,-0.543238,-0.148504,0.029657,-0.01254,0.118253,0.04745,0.158637,0.436999,0.404364,0.547112,0.235834,0.217054,41,18,50,-5.563308,-2.051709,-1.738087,-1.292546,-1.027862,-0.76548,-0.611233,-0.464156,-0.286823,-0.152046,-0.011354,0.136688,0.454912,0.828297,3.555752,-6.616426,-3.133538,-2.291996,-1.803994,-1.344413,-1.061729,-0.665837,-0.239206,0.102935,0.618344,0.985949,1.450815,2.163026,3.18295,6.682947,-5.078376,-2.852873,-1.871883,-1.566022,-1.325695,-0.809329,-0.404477,-0.158579,0.09402,0.404564,0.916322,1.42812,2.27678,3.520019,6.170313,cluster4
0.482187,0.464802,0.285907,0.10473,0.113146,0.096676,0.314963,0.429722,0.279447,0.101239,0.092559,0.084663,-0.365107,-0.177145,0.060433,0.026816,-0.065076,-0.046672,0.438449,0.407403,0.154148,0.331206,0.386575,0.282219,12,12,14,-1.22531,-0.88556,-0.6881,-0.54894,-0.483149,-0.413788,-0.366411,-0.344969,-0.305095,-0.267641,-0.198588,-0.123245,-0.033165,0.058798,0.312045,-1.949608,-0.618154,-0.466276,-0.374624,-0.312487,-0.25072,-0.21749,-0.160114,-0.121489,-0.086924,-0.055782,-0.022481,0.104412,0.477427,1.284895,-0.938044,-0.266371,-0.140213,-0.08995,-0.041877,-0.007097,0.017317,0.04913,0.084685,0.109718,0.159469,0.190532,0.287625,0.370105,0.982882,cluster2
0.03724,0.057577,0.042406,0.006618,0.007602,0.006203,0.033376,0.042434,0.02614,0.006082,0.005797,0.006076,0.016519,0.038916,0.033391,-0.002609,-0.004918,0.001251,0.213352,0.51,0.276648,0.312673,0.412615,0.274712,26,14,32,-0.058503,-0.032241,-0.02104,-0.0121,-0.002783,0.004138,0.012304,0.017018,0.026602,0.03211,0.036884,0.045562,0.052012,0.061348,0.102971,-0.072795,-0.027731,-0.005815,0.004395,0.010898,0.024276,0.035512,0.044687,0.050001,0.053286,0.063138,0.073203,0.083805,0.104453,0.13288,-0.051307,-0.005217,0.005949,0.013506,0.019945,0.025815,0.030189,0.035138,0.040484,0.043565,0.047774,0.053023,0.0596,0.071321,0.098677,cluster0
0.310731,0.505736,0.403251,0.186659,0.101378,0.081255,0.224224,0.490323,0.40309,0.185875,0.100947,0.078953,-0.215122,-0.123901,-0.01137,-0.017099,-0.009339,0.019202,0.187507,0.496702,0.31579,0.67364,0.198709,0.127651,16,14,27,-0.832625,-0.530138,-0.422465,-0.38124,-0.334674,-0.296216,-0.245005,-0.212031,-0.190619,-0.146759,-0.11302,-0.036823,0.042852,0.113433,0.338385,-1.525683,-0.743011,-0.577687,-0.456398,-0.377051,-0.282284,-0.193773,-0.13478,-0.100031,0.018334,0.083268,0.220529,0.369034,0.577265,1.183187,-1.232481,-0.668917,-0.420469,-0.294753,-0.22505,-0.136794,-0.052028,-0.009977,0.030586,0.080391,0.262716,0.328879,0.450226,0.551279,0.980158,cluster0
3.226156,9.954247,3.188868,0.761284,0.531067,0.634413,3.209358,9.84711,3.123822,0.75942,0.530544,0.634295,-0.328787,-1.456517,0.640792,0.053248,-0.023561,0.012251,0.086978,0.828044,0.084979,0.458484,0.223115,0.318401,42,13,41,-12.63303,-5.688383,-3.690069,-1.93111,-1.131863,-0.804436,-0.412418,-0.157947,0.549473,1.233102,1.733139,2.156263,2.803825,3.546828,5.087164,-16.568642,-14.939539,-13.213501,-11.440859,-9.471254,-7.969428,-5.479479,-3.05443,-1.164233,6.895412,9.686439,10.427538,10.533096,10.615141,10.726006,-7.675098,-4.184891,-2.97337,-1.951859,-0.652092,-0.350582,0.316312,0.635707,1.544245,1.920039,2.471445,3.180782,4.12306,4.803674,6.397666,cluster3
1.513524,1.793932,1.287753,0.259823,0.272005,0.333761,1.447008,1.786714,1.283749,0.257724,0.270474,0.318708,-0.443759,-0.16076,-0.101467,0.03296,-0.028821,0.099104,0.319614,0.449013,0.231373,0.266944,0.292564,0.440492,35,14,12,-3.855446,-2.552422,-2.048585,-1.779977,-1.391683,-1.040835,-0.638785,-0.222634,0.004656,0.278967,0.674901,0.864091,1.167521,1.551637,2.111238,-7.303843,-2.217687,-1.576805,-1.237052,-1.060646,-0.803449,-0.478767,-0.193824,0.041686,0.328702,0.576243,0.800256,1.418811,2.220549,8.133477,-4.852305,-1.989112,-1.322531,-0.988057,-0.722227,-0.437421,-0.16671,0.017002,0.159961,0.389217,0.538408,0.82228,1.042094,1.387834,4.420384,cluster4
0.880969,0.962014,1.020776,0.301607,0.306629,0.270413,0.778464,0.942569,0.876562,0.2937,0.273996,0.248321,-0.412433,-0.192442,-0.523089,-0.068609,-0.13765,0.107051,0.282883,0.337325,0.379792,0.352433,0.364266,0.283301,14,5,13,-2.442964,-1.639198,-1.360234,-1.154341,-0.976352,-0.603344,-0.458625,-0.267247,-0.121926,0.000007,0.176615,0.295579,0.443068,0.563628,1.205402,-3.074541,-1.595986,-1.213127,-0.748517,-0.635771,-0.457701,-0.290983,-0.15567,-0.030157,0.084966,0.282818,0.465284,0.734965,1.057011,3.153595,-3.731027,-1.781439,-1.354102,-1.168703,-1.038372,-0.961246,-0.717461,-0.544792,-0.360081,-0.186831,0.034678,0.178785,0.32984,0.757127,1.863974,cluster4
0.045305,0.053234,0.03377,0.005961,0.0074,0.007404,0.039717,0.042527,0.029329,0.005961,0.007115,0.005892,-0.021797,0.032021,-0.01674,0.000013,-0.002035,-0.004484,0.34057,0.470208,0.189222,0.244841,0.377386,0.377773,32,21,14,-0.124059,-0.080198,-0.071658,-0.050621,-0.043804,-0.037943,-0.027469,-0.02162,-0.017153,-0.010232,-0.002431,0.005481,0.019437,0.040871,0.095816,-0.082788,-0.037944,-0.008023,0.002908,0.011958,0.017393,0.027097,0.032394,0.038569,0.047796,0.056895,0.062562,0.070797,0.089518,0.176679,-0.111266,-0.0585,-0.045046,-0.040266,-0.034906,-0.030877,-0.025219,-0.019917,-0.013287,-0.006607,0.001253,0.010963,0.016249,0.029618,0.05743,cluster0
0.064189,0.09429,0.071188,0.015918,0.012661,0.008663,0.064183,0.072908,0.052669,0.015731,0.012659,0.008512,-0.000862,0.059791,0.047893,0.002433,-0.000197,0.001609,0.227907,0.491774,0.280319,0.518454,0.327986,0.15356,21,28,28,-0.27838,-0.069681,-0.049306,-0.035533,-0.024866,-0.015189,-0.008801,-0.000386,0.003763,0.010394,0.020592,0.031129,0.046022,0.078623,0.263276,-0.158708,-0.027168,0.006227,0.017579,0.027126,0.035314,0.048264,0.055934,0.068239,0.074792,0.082438,0.098803,0.11409,0.134926,0.410412,-0.105345,-0.015861,0.000028,0.012994,0.024957,0.037016,0.043032,0.051311,0.057703,0.064143,0.068395,0.074592,0.082403,0.099444,0.263876,cluster0
1.850331,0.711779,0.788891,0.275071,0.725502,0.365682,1.844965,0.694207,0.752514,0.27223,0.716944,0.359113,-0.140811,-0.157181,-0.236793,0.039431,-0.111104,0.069001,0.75202,0.111281,0.136699,0.102841,0.715405,0.181754,19,4,20,-8.231709,-2.56351,-1.01614,-0.630831,-0.295596,-0.204033,-0.047826,0.136135,0.190413,0.247291,0.337154,0.501454,0.685598,1.586384,6.562274,-3.220827,-0.991313,-0.580544,-0.471292,-0.40798,-0.338811,-0.233238,-0.196766,-0.143442,-0.080413,0.014041,0.21589,0.395753,0.546875,2.722765,-3.231469,-0.929818,-0.682559,-0.544639,-0.492802,-0.421446,-0.365819,-0.275751,-0.241507,-0.113977,-0.023716,0.129742,0.260289,0.622597,2.545804,cluster4
2.605504,9.603033,3.841825,0.675119,0.362356,0.556698,2.60545,9.563243,3.820063,0.674986,0.360172,0.552813,-0.016884,-0.873275,0.408339,0.0134,-0.039723,0.065648,0.059672,0.810592,0.129736,0.508122,0.146379,0.345499,35,17,34,-8.151694,-4.358874,-3.113676,-1.864359,-1.064436,-0.570016,-0.064379,0.496364,0.82706,1.236555,1.928355,2.158675,2.787693,3.04571,4.048474,-17.727634,-14.397374,-12.713169,-10.824697,-8.223337,-6.643389,-5.262033,-1.898284,3.098843,6.347696,8.832925,10.714938,10.759976,10.886756,11.012733,-8.790409,-5.01981,-4.219671,-2.937495,-2.364977,-1.426025,-0.311816,0.401329,1.937037,2.418655,3.316107,4.30895,4.700765,5.928808,6.603625,cluster3
0.357776,0.573496,0.346582,0.152526,0.242079,0.12333,0.355533,0.573393,0.346384,0.150789,0.18122,0.104939,0.039997,0.010833,0.011722,0.022952,-0.160504,0.064794,0.221836,0.569993,0.208172,0.239647,0.603669,0.156684,17,10,12,-0.948048,-0.427274,-0.342338,-0.277518,-0.17271,-0.105866,-0.010743,0.062139,0.120888,0.168115,0.205402,0.297476,0.462571,0.619231,0.856657,-1.80463,-0.751047,-0.491997,-0.400282,-0.301067,-0.185405,-0.096011,-0.005287,0.077369,0.171696,0.277038,0.401116,0.544105,0.840464,1.766007,-0.690102,-0.471945,-0.356889,-0.227114,-0.163124,-0.119903,-0.094714,-0.020293,0.05051,0.120279,0.172899,0.222471,0.378545,0.52239,1.016148,cluster2
0.977427,4.010148,1.100093,0.256061,0.139625,0.228647,0.977213,4.007036,1.09691,0.256025,0.139338,0.228586,0.020463,-0.15795,0.083627,0.004292,0.008953,0.005301,0.052358,0.881318,0.066324,0.4774,0.141947,0.380653,26,24,26,-2.809008,-1.80107,-1.058267,-0.631835,-0.468997,-0.235341,0.017238,0.326753,0.491546,0.620901,0.72173,0.828334,0.947024,1.1368,1.535806,-6.168467,-5.429871,-4.642554,-4.142254,-3.323247,-2.360443,-1.558199,-0.62008,0.871434,1.374969,2.33666,3.206517,4.338957,5.690205,10.473412,-3.928183,-1.718601,-1.092329,-0.634531,-0.382253,-0.078318,0.055345,0.11116,0.373372,0.538895,0.72169,1.036091,1.268226,1.525073,1.839324,cluster1
1.325373,1.188643,2.089661,0.229421,1.062814,0.357681,1.325163,1.184133,2.045275,0.224923,1.002105,0.325402,0.023591,0.103446,0.428408,-0.045203,-0.35406,-0.14849,0.233091,0.187479,0.57943,0.040174,0.862176,0.09765,16,6,8,-2.851516,-1.594658,-1.194417,-0.828721,-0.571722,-0.315316,-0.118062,0.034833,0.146256,0.234859,0.376744,0.505915,0.796877,2.031973,5.712945,-2.918303,-1.349826,-0.782986,-0.52723,-0.363275,-0.256659,-0.131898,-0.011915,0.069627,0.273924,0.4026,0.474848,0.924529,2.430748,3.92675,-3.981565,-1.414207,-0.978189,-0.632487,-0.410724,-0.313573,-0.170185,-0.096963,-0.047409,0.13345,0.349652,1.220806,3.542637,3.893196,6.094355,cluster4
1.431283,0.946489,1.443244,0.382994,0.805765,0.268802,1.3995,0.866336,1.426368,0.364394,0.774186,0.179791,-0.299953,-0.381188,0.220065,-0.117905,0.223366,0.199825,0.407484,0.178193,0.414323,0.168953,0.747823,0.083224,7,11,10,-5.14937,-2.828323,-1.356056,-0.788636,-0.558763,-0.394612,-0.305705,-0.184144,-0.051241,0.089625,0.309703,0.557842,0.666673,1.061104,3.922375,-3.983669,-1.659641,-1.054326,-0.791698,-0.550846,-0.460048,-0.36693,-0.323923,-0.230417,-0.146131,-0.019591,0.102957,0.310268,0.862142,1.661364,-1.983675,-1.402564,-0.9944,-0.893128,-0.796199,-0.483416,-0.250129,-0.108921,0.039306,0.245581,0.472794,0.955336,2.122435,3.184802,3.70176,cluster4
0.039643,0.249916,0.086138,0.008185,0.00618,0.005332,0.031939,0.052899,0.030255,0.007983,0.006156,0.005332,0.023484,-0.244253,-0.08065,0.001808,-0.00055,-0.000066,0.021996,0.874158,0.103846,0.501394,0.285814,0.212793,22,27,31,-0.058036,-0.025454,-0.011421,-0.000306,0.005541,0.010855,0.017254,0.024866,0.029917,0.036527,0.040592,0.046725,0.055209,0.065754,0.137816,-0.42765,-0.312061,-0.299721,-0.280714,-0.269266,-0.264221,-0.254077,-0.244445,-0.236078,-0.226072,-0.213164,-0.206858,-0.192649,-0.170468,-0.10584,-0.15576,-0.130026,-0.114617,-0.107346,-0.097236,-0.090946,-0.085636,-0.078427,-0.071815,-0.067043,-0.062232,-0.052256,-0.046321,-0.039915,-0.008139,cluster0
0.936228,3.274105,0.71338,0.24963,0.082077,0.23944,0.93617,3.264734,0.711242,0.249598,0.081928,0.238898,0.010345,-0.247549,0.055191,-0.004015,0.004941,-0.016098,0.072409,0.885551,0.042041,0.493065,0.053303,0.453632,22,22,25,-2.828911,-1.517196,-1.191599,-0.762465,-0.506679,-0.084136,0.198792,0.364888,0.52042,0.615196,0.679128,0.735093,0.86321,0.954359,1.1837,-5.797732,-4.513401,-3.815431,-3.291349,-2.644496,-2.185192,-1.501263,-0.541131,0.17914,0.93642,1.623924,2.536513,3.313246,5.681053,7.821003,-2.118648,-1.447628,-0.607655,-0.429815,-0.185397,-0.017989,0.060954,0.14806,0.223222,0.307,0.409281,0.549397,0.80321,0.999747,1.395153,cluster1
1.590727,1.682385,0.869301,0.250492,0.815943,0.420731,1.587029,1.680033,0.845956,0.249041,0.815939,0.4192,0.108401,-0.088941,0.200104,-0.026921,-0.002505,0.035866,0.413701,0.46275,0.123548,0.069293,0.735224,0.195483,20,6,15,-3.919172,-1.867644,-1.126122,-0.912346,-0.829454,-0.659286,-0.512997,-0.422002,-0.045581,0.560392,0.791369,1.236123,1.63018,2.506966,5.259993,-4.464589,-2.08484,-1.558872,-1.075511,-0.840845,-0.657154,-0.444409,-0.297315,-0.099518,0.16752,0.457868,0.850091,1.56866,2.209198,7.007785,-2.13349,-0.882098,-0.740197,-0.488981,-0.364445,-0.118581,-0.029369,0.190568,0.375565,0.53616,0.690871,0.822168,0.969565,1.37543,2.977922,cluster4
1.407122,2.127314,1.694946,0.314931,0.193375,0.240761,1.36429,2.127272,1.694799,0.314825,0.193299,0.239026,-0.344535,-0.013375,0.022377,0.008164,0.0054,0.028852,0.211125,0.482546,0.306329,0.509823,0.192216,0.297961,43,15,20,-3.310083,-2.106345,-1.767532,-1.616629,-1.42463,-1.210039,-0.951967,-0.432444,-0.008917,0.382845,0.603636,0.853326,1.301335,1.62222,2.970275,-6.625692,-2.375811,-2.011428,-1.583679,-1.085474,-0.69672,-0.406589,-0.30343,-0.011468,0.403991,0.788158,1.308561,2.152312,3.292059,7.642753,-6.670891,-2.777922,-1.80435,-0.964249,-0.53565,-0.283711,-0.06544,0.100614,0.360876,0.711727,1.047631,1.216812,1.693542,2.28915,4.808119,cluster4
0.036798,0.09319,0.046121,0.006234,0.006585,0.004765,0.034792,0.041166,0.031538,0.006028,0.006552,0.004756,-0.011984,0.083605,0.033653,-0.00159,0.000654,0.000282,0.111304,0.713845,0.174851,0.370402,0.413235,0.216363,27,24,28,-0.086027,-0.066043,-0.051936,-0.03956,-0.032256,-0.026438,-0.017682,-0.010626,-0.006615,0.000852,0.012854,0.019555,0.029449,0.033076,0.074178,-0.024327,0.023434,0.034833,0.048782,0.06166,0.069544,0.075816,0.080879,0.089754,0.101194,0.108499,0.115543,0.127414,0.146597,0.222051,-0.036863,-0.015719,-0.002992,0.006623,0.014565,0.021579,0.027479,0.035573,0.044784,0.048819,0.054204,0.059816,0.066714,0.079577,0.106276,cluster0
1.0545,3.503016,0.892012,0.440247,0.345169,0.259681,1.054326,3.481521,0.885562,0.438769,0.295415,0.25861,0.01915,-0.387472,0.107072,0.036047,-0.178525,-0.023555,0.078425,0.865457,0.056118,0.509519,0.313206,0.177275,18,7,29,-2.618936,-1.708494,-1.132095,-0.844057,-0.522297,-0.27294,-0.101337,0.170436,0.373647,0.534139,0.726994,0.830397,1.040711,1.506233,2.846794,-5.190477,-4.611698,-4.105886,-3.624464,-3.004991,-2.527086,-2.067296,-1.347047,-0.16655,1.198553,1.995564,2.605391,4.146769,5.541742,8.290951,-1.855656,-1.174922,-0.761652,-0.64398,-0.431053,-0.249903,-0.005703,0.117063,0.261837,0.375508,0.57787,0.736627,0.846399,1.294945,3.478787,cluster1
0.131761,0.11779,0.27639,0.040384,0.137304,0.056207,0.130536,0.09781,0.154053,0.037909,0.11704,0.05162,-0.017926,-0.065632,0.229475,-0.013921,0.071792,-0.022237,0.161308,0.128912,0.70978,0.068981,0.797396,0.133623,16,10,23,-0.17702,-0.12951,-0.114397,-0.094846,-0.074225,-0.056889,-0.052198,-0.040683,-0.028791,-0.017478,-0.006996,0.004629,0.049753,0.107808,0.909196,-0.307249,-0.174013,-0.150801,-0.134785,-0.126273,-0.104399,-0.092276,-0.075488,-0.065189,-0.054899,-0.03272,-0.002259,0.035966,0.071049,0.297129,-0.031163,0.075708,0.101378,0.1119,0.122424,0.136376,0.159912,0.187092,0.207618,0.261859,0.297788,0.329194,0.38641,0.474511,0.829855,cluster2
0.203786,0.356657,0.167369,0.094665,0.09603,0.107212,0.203682,0.333464,0.167122,0.090212,0.095118,0.106347,-0.006509,0.126515,0.009092,0.028694,0.013206,0.013594,0.211078,0.646544,0.142379,0.301961,0.310732,0.387307,22,17,26,-0.932229,-0.18569,-0.138634,-0.116185,-0.096824,-0.073934,-0.05678,-0.028917,-0.013505,-0.00331,0.04516,0.093835,0.145603,0.258586,1.043906,-1.220351,-0.161348,-0.051447,-0.005495,0.02885,0.048396,0.073309,0.095118,0.109613,0.134928,0.154393,0.17185,0.236993,0.409241,2.362319,-0.754359,-0.154611,-0.050488,-0.033893,-0.01942,-0.005821,0.004014,0.012185,0.017817,0.027438,0.036861,0.054742,0.064793,0.126026,1.202487,cluster0
0.973282,3.146283,0.677745,0.213254,0.076564,0.17753,0.969374,3.137691,0.676086,0.212787,0.076172,0.177081,-0.087138,-0.232361,0.047391,-0.014105,-0.007737,0.012628,0.083788,0.875584,0.040629,0.548869,0.07075,0.380382,27,23,25,-2.430789,-1.887235,-1.280897,-0.87986,-0.554186,-0.279174,-0.019792,0.178839,0.356565,0.599262,0.704449,0.800991,0.844111,0.924256,1.309217,-4.514314,-3.928658,-3.738486,-3.285982,-2.893061,-2.516059,-1.333159,-0.689019,0.009524,1.440976,1.907132,2.21184,3.299487,5.301964,7.435177,-2.43929,-1.150219,-0.561046,-0.292731,-0.151612,0.095922,0.15627,0.262421,0.313318,0.392105,0.459749,0.537018,0.604578,0.667685,1.324368,cluster1
2.065021,0.960533,0.515449,0.196879,0.384505,0.505057,2.061972,0.927259,0.51328,0.196505,0.383362,0.503976,-0.112179,-0.250626,-0.047236,-0.012128,0.029628,0.033031,0.782066,0.169207,0.048727,0.087757,0.334725,0.577517,24,15,13,-3.940881,-3.326182,-2.570435,-1.966098,-1.494925,-0.762922,-0.431655,-0.251482,-0.084166,0.617869,1.249081,1.928848,2.244222,2.797152,4.741454,-2.980932,-1.489256,-1.219868,-0.930966,-0.632582,-0.418718,-0.267003,-0.238266,-0.185138,-0.078851,0.046059,0.294967,0.593782,1.088543,3.267812,-1.641644,-0.757035,-0.51562,-0.419505,-0.300369,-0.173054,-0.117475,-0.072747,-0.011501,0.088195,0.212599,0.285844,0.419904,0.771139,1.394338,cluster4
0.06266,0.153103,0.02441,0.007069,0.005834,0.006232,0.033983,0.04447,0.023006,0.007008,0.005781,0.006232,0.052644,-0.146502,0.008159,0.000922,0.00078,-0.000025,0.140411,0.83828,0.021309,0.406768,0.277062,0.31617,26,30,40,-0.014966,0.007938,0.015314,0.028614,0.035017,0.039144,0.042722,0.046048,0.054766,0.061976,0.067803,0.075251,0.085539,0.112174,0.15658,-0.246557,-0.209793,-0.19819,-0.18665,-0.174661,-0.167197,-0.152858,-0.144301,-0.137827,-0.128205,-0.118859,-0.10503,-0.097381,-0.084737,-0.037896,-0.047265,-0.030328,-0.018488,-0.010758,-0.002704,0.001291,0.005615,0.009189,0.012364,0.015393,0.018971,0.025169,0.034636,0.041933,0.065153,cluster0
0.058909,0.121116,0.136991,0.070137,0.023921,0.02354,0.058095,0.108189,0.046366,0.067587,0.023531,0.023433,0.009759,0.054444,0.128906,-0.018741,0.004299,0.002245,0.094029,0.397471,0.508499,0.813691,0.094649,0.09166,15,23,16,-0.105715,-0.076057,-0.062127,-0.037842,-0.020616,-0.007244,0.000429,0.007092,0.020408,0.030267,0.040848,0.052335,0.060955,0.095795,0.173995,-0.372097,-0.055824,-0.015251,0.008736,0.024706,0.033539,0.042015,0.049907,0.070401,0.084739,0.092669,0.103735,0.125783,0.15751,0.43096,0.02213,0.056396,0.071717,0.083584,0.095386,0.115584,0.128021,0.134298,0.143452,0.154677,0.160298,0.1721,0.1801,0.189696,0.222053,cluster0
