@relation GestureTraining-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-L1

@attribute Device0_LinearAccelX_RMS numeric
@attribute Device0_LinearAccelY_RMS numeric
@attribute Device0_LinearAccelZ_RMS numeric
@attribute Device0_GyroscopeX_RMS numeric
@attribute Device0_GyroscopeY_RMS numeric
@attribute Device0_GyroscopeZ_RMS numeric
@attribute Device0_LinearAccelX_StDev numeric
@attribute Device0_LinearAccelY_StDev numeric
@attribute Device0_LinearAccelZ_StDev numeric
@attribute Device0_GyroscopeX_StDev numeric
@attribute Device0_GyroscopeY_StDev numeric
@attribute Device0_GyroscopeZ_StDev numeric
@attribute Device0_LinearAccelX_Mean numeric
@attribute Device0_LinearAccelY_Mean numeric
@attribute Device0_LinearAccelZ_Mean numeric
@attribute Device0_GyroscopeX_Mean numeric
@attribute Device0_GyroscopeY_Mean numeric
@attribute Device0_GyroscopeZ_Mean numeric
@attribute Device0_LinearAccelX_AvgEnergy numeric
@attribute Device0_LinearAccelY_AvgEnergy numeric
@attribute Device0_LinearAccelZ_AvgEnergy numeric
@attribute Device0_GyroscopeX_AvgEnergy numeric
@attribute Device0_GyroscopeY_AvgEnergy numeric
@attribute Device0_GyroscopeZ_AvgEnergy numeric
@attribute Device0_GyroscopeX_ZeroCross numeric
@attribute Device0_GyroscopeY_ZeroCross numeric
@attribute Device0_GyroscopeZ_ZeroCross numeric
@attribute Device0_LinearAccelX_ECDF0 numeric
@attribute Device0_LinearAccelX_ECDF1 numeric
@attribute Device0_LinearAccelX_ECDF2 numeric
@attribute Device0_LinearAccelX_ECDF3 numeric
@attribute Device0_LinearAccelX_ECDF4 numeric
@attribute Device0_LinearAccelX_ECDF5 numeric
@attribute Device0_LinearAccelX_ECDF6 numeric
@attribute Device0_LinearAccelX_ECDF7 numeric
@attribute Device0_LinearAccelX_ECDF8 numeric
@attribute Device0_LinearAccelX_ECDF9 numeric
@attribute Device0_LinearAccelX_ECDF10 numeric
@attribute Device0_LinearAccelX_ECDF11 numeric
@attribute Device0_LinearAccelX_ECDF12 numeric
@attribute Device0_LinearAccelX_ECDF13 numeric
@attribute Device0_LinearAccelX_ECDF14 numeric
@attribute Device0_LinearAccelY_ECDF0 numeric
@attribute Device0_LinearAccelY_ECDF1 numeric
@attribute Device0_LinearAccelY_ECDF2 numeric
@attribute Device0_LinearAccelY_ECDF3 numeric
@attribute Device0_LinearAccelY_ECDF4 numeric
@attribute Device0_LinearAccelY_ECDF5 numeric
@attribute Device0_LinearAccelY_ECDF6 numeric
@attribute Device0_LinearAccelY_ECDF7 numeric
@attribute Device0_LinearAccelY_ECDF8 numeric
@attribute Device0_LinearAccelY_ECDF9 numeric
@attribute Device0_LinearAccelY_ECDF10 numeric
@attribute Device0_LinearAccelY_ECDF11 numeric
@attribute Device0_LinearAccelY_ECDF12 numeric
@attribute Device0_LinearAccelY_ECDF13 numeric
@attribute Device0_LinearAccelY_ECDF14 numeric
@attribute Device0_LinearAccelZ_ECDF0 numeric
@attribute Device0_LinearAccelZ_ECDF1 numeric
@attribute Device0_LinearAccelZ_ECDF2 numeric
@attribute Device0_LinearAccelZ_ECDF3 numeric
@attribute Device0_LinearAccelZ_ECDF4 numeric
@attribute Device0_LinearAccelZ_ECDF5 numeric
@attribute Device0_LinearAccelZ_ECDF6 numeric
@attribute Device0_LinearAccelZ_ECDF7 numeric
@attribute Device0_LinearAccelZ_ECDF8 numeric
@attribute Device0_LinearAccelZ_ECDF9 numeric
@attribute Device0_LinearAccelZ_ECDF10 numeric
@attribute Device0_LinearAccelZ_ECDF11 numeric
@attribute Device0_LinearAccelZ_ECDF12 numeric
@attribute Device0_LinearAccelZ_ECDF13 numeric
@attribute Device0_LinearAccelZ_ECDF14 numeric
@attribute Device0_@@class@@ {11,12,13}

@data
0.099216,0.806263,0.441642,0.510782,0.019848,0.121987,0.089189,0.633412,0.435647,0.505533,0.019174,0.119727,-0.044234,0.502245,0.082871,-0.086605,0.005424,0.025843,0.011514,0.760348,0.228139,0.944691,0.001426,0.053883,9,8,17,-0.321054,-0.106204,-0.089693,-0.084058,-0.079643,-0.075546,-0.071254,-0.066034,-0.056473,-0.047365,-0.041463,-0.035652,-0.027306,0.034175,0.144435,-2.408149,0.269794,0.331759,0.356091,0.373928,0.389136,0.403193,0.416969,0.431218,0.446895,0.465793,0.493323,0.552131,1.196471,1.571032,-1.170362,-0.082788,-0.049408,-0.036223,-0.026594,-0.018428,-0.010934,-0.003661,0.003756,0.011733,0.020957,0.033061,0.056369,0.26838,1.062042,11
0.172884,0.881231,0.418108,0.564757,0.061171,0.104588,0.167465,0.708343,0.407646,0.553477,0.06129,0.101062,-0.047206,0.530746,0.104474,-0.129654,0.006069,0.029412,0.030459,0.79139,0.178151,0.955998,0.011216,0.032787,8,12,11,-0.560701,-0.347768,-0.103499,-0.086911,-0.078558,-0.071412,-0.063829,-0.053024,-0.037723,-0.028425,-0.020409,-0.011928,-0.000128,0.087062,0.218669,-1.648876,-0.696372,0.290931,0.384637,0.400623,0.412123,0.422001,0.431327,0.440808,0.451243,0.464179,0.485674,1.170786,1.335521,1.728387,-0.843449,-0.468678,-0.068617,-0.027578,-0.01745,-0.010222,-0.004065,0.001687,0.007447,0.013629,0.020917,0.031238,0.129967,0,1.053496,11
0.035165,0.428618,0.032034,0.017005,0.011407,0.011216,0.027531,0.039581,0.024665,0.013553,0.009615,0.011014,-0.02206,0.426806,-0.020597,0.010366,0.006217,-0.002401,0.006649,0.987833,0.005518,0.530537,0.238695,0.230768,8,9,13,-0.095439,-0.057031,-0.05304,-0.045828,-0.03899,-0.035131,-0.028194,-0.024676,-0.019999,-0.016449,-0.009134,-0.003449,0.000386,0.010481,0.023521,0.34823,0.364693,0.379359,0.387575,0.396855,0.402815,0.409927,0.415906,0.433733,0.447075,0.45009,0.456052,0.459668,0.47146,0.487888,-0.088783,-0.065573,-0.048993,-0.034806,-0.030174,-0.025541,-0.023551,-0.0211,-0.015495,-0.011355,-0.008317,-0.005541,0.00045,0.003817,0.013559,11
0.163125,1.011699,0.524059,0.753481,0.069184,0.156454,0.162013,0.877253,0.511885,0.747877,0.063828,0.156667,0.025201,0.511839,0.123859,-0.119332,0.027475,0.013749,0.020086,0.772606,0.207308,0.950981,0.008017,0.041001,13,8,10,-0.291869,-0.160641,-0.090774,-0.076385,-0.063243,-0.03579,-0.023129,-0.013383,-0.001954,0.023035,0.039531,0.056697,0.090179,0.145563,0.350363,-2.548615,-0.871463,-0.098672,0.28152,0.323769,0.354156,0.383279,0.41837,0.469406,0.501793,0.531055,0.57346,1.104593,1.508863,1.73878,-0.804201,-0.207518,-0.130722,-0.084887,-0.066712,-0.053107,-0.041252,-0.029992,-0.018528,-0.005949,0.009463,0.033826,0.192245,0.333777,1.443024,11
0.147666,0.646319,0.356827,0.554566,0.071696,0.121485,0.127868,0.542694,0.356406,0.498891,0.06333,0.109714,-0.07523,0.35622,-0.043453,-0.24852,0.034348,0.053589,0.038467,0.736917,0.224616,0.939229,0.015698,0.045072,7,7,9,-0.323931,-0.160549,-0.139867,-0.124513,-0.116849,-0.11082,-0.105332,-0.099826,-0.093733,-0.085875,-0.073074,-0.064691,-0.057551,-0.049402,-0.029112,-2.095763,-0.175756,0.335794,0.358197,0.370544,0.380765,0.390699,0.401809,0.417564,0.437951,0.455654,0.473414,0.494097,0.526883,0.836996,-0.908069,-0.596432,-0.132425,-0.103648,-0.078808,-0.070854,-0.065777,-0.061641,-0.057892,-0.054242,-0.050457,-0.046231,-0.04093,-0.032001,0,11
0.563155,2.097422,0.650077,0.788498,0.121398,0.174118,0.563801,2.038897,0.622338,0.777656,0.121963,0.170986,-0.053325,0.537389,0.199116,-0.15419,0.005443,0.037542,0.061714,0.856051,0.082235,0.93243,0.022102,0.045468,13,7,16,-1.304563,-0.789465,-0.672225,-0.551523,-0.490552,-0.388446,-0.315149,-0.199667,-0.045821,0.109787,0.169091,0.381338,0.517084,0.569188,0.871608,-3.565152,-1.236362,-1.032447,-0.897236,-0.724743,-0.35278,-0.203303,-0.080379,0.071061,0.446636,0.686147,1.150432,1.867593,2.68331,3.952531,-0.586937,-0.523651,-0.476973,-0.295953,-0.232487,-0.174613,-0.047032,0.040152,0.201886,0.269426,0.42904,0.517902,0.649799,0.740847,1.095056,11
0.667742,2.005742,0.466344,0.776354,0.150662,0.233342,0.669256,2.008807,0.465469,0.7406,0.143167,0.226614,-0.056415,0.186062,-0.057748,-0.246199,0.049402,0.060757,0.095144,0.85845,0.046406,0.886527,0.033387,0.080086,11,9,11,-1.416832,-1.276251,-0.99245,-0.651595,-0.390411,-0.24524,-0.138037,-0.012685,0.108709,0.159631,0.273475,0.42471,0.531396,0.662336,0.840364,-5.090763,-2.459386,-1.549079,-1.310824,-0.891263,-0.691964,-0.258511,-0.017062,0.149606,0.37826,0.80331,1.075165,1.574082,2.639835,3.415239,-0.984405,-0.68392,-0.584286,-0.512396,-0.420321,-0.365557,-0.226258,-0.090267,-0.029,0.051832,0.097558,0.178107,0.353649,0.534893,0.625457,11
0.547993,1.780658,0.598074,0.885247,0.196871,0.247854,0.541682,1.673051,0.581038,0.881243,0.193454,0.247512,-0.100327,0.634088,0.154133,-0.124559,0.04172,0.028901,0.078432,0.828144,0.093423,0.886644,0.043851,0.069504,11,6,18,-1.588144,-0.806759,-0.686923,-0.578953,-0.415545,-0.320128,-0.187365,-0.126777,-0.059359,0.048752,0.100727,0.212588,0.36512,0.4626,0.624075,-3.054278,-1.620323,-1.265139,-0.811221,-0.538611,-0.209613,0.170947,0.353752,0.759129,0.914727,1.218875,1.45055,2.3049,2.906855,3.352055,-0.934497,-0.709088,-0.579188,-0.415696,-0.260272,-0.111032,0.029097,0.137522,0.23281,0.321255,0.377426,0.48813,0.708824,0.868732,0.993567,11
0.700994,1.969052,0.467646,0.79327,0.17465,0.174896,0.70099,1.930257,0.470528,0.740611,0.159594,0.166127,0.077922,0.444154,0.005415,-0.295879,-0.073122,0.057715,0.107121,0.845205,0.047674,0.911509,0.044183,0.044308,13,7,10,-1.580217,-0.984204,-0.767345,-0.502252,-0.328414,-0.244029,-0.114808,-0.025952,0.136622,0.304546,0.366662,0.478694,0.58649,0.744776,1.321114,-3.28529,-1.892898,-1.740339,-1.308166,-0.907348,-0.744038,-0.32335,-0.042845,0.487018,0.666191,1.005311,1.455076,2.068395,3.256085,3.65277,-1.086639,-0.812651,-0.738975,-0.48839,-0.167439,-0.02915,0.005156,0.054764,0.123406,0.17799,0.250382,0.324765,0.388183,0.486557,0.615936,11
0.731205,2.278879,0.857953,0.778042,0.198006,0.190422,0.728374,2.237461,0.813914,0.739244,0.188739,0.188408,0.102963,0.498105,0.285844,-0.255992,0.063389,0.034582,0.082713,0.803413,0.113874,0.889152,0.057587,0.05326,14,7,10,-1.518449,-1.004206,-0.744038,-0.474155,-0.253849,-0.180407,-0.048624,0.091131,0.164724,0.218008,0.368,0.456168,0.60045,0.857976,1.489697,-3.729403,-2.444288,-1.7744,-1.360826,-1.10481,-0.681818,-0.332863,0.065282,0.39381,0.912551,1.315224,1.556107,2.064998,2.870787,4.572931,-0.909061,-0.781454,-0.5176,-0.281914,-0.163102,-0.000258,0.104041,0.238807,0.286982,0.328507,0.378005,0.493261,0.587927,0.79611,0,11
0.613265,2.026764,0.643631,0.832337,0.143402,0.171641,0.605693,1.960841,0.640195,0.799963,0.14318,0.16894,0.114967,0.551966,0.094159,-0.24454,-0.016927,0.035073,0.076783,0.838641,0.084575,0.932655,0.027684,0.039661,10,7,12,-1.105386,-0.859123,-0.724816,-0.382991,-0.250049,-0.175759,-0.022682,0.101166,0.16344,0.25235,0.347669,0.580115,0.665381,0.799851,1.037054,-3.307101,-1.891298,-1.065888,-0.760741,-0.378535,-0.234688,-0.131424,-0.02577,0.137096,0.470118,0.788567,1.254911,1.965576,2.883802,4.075783,-0.91331,-0.641916,-0.572978,-0.4568,-0.319206,-0.205617,-0.160178,-0.110527,0.019004,0.161253,0.281592,0.404493,0.465924,0.651844,0,11
0.696463,1.987986,0.637202,0.856665,0.174298,0.239492,0.695764,1.975948,0.638333,0.807923,0.163223,0.232388,-0.081667,0.306023,0.057896,-0.298018,0.063651,0.063145,0.100154,0.816012,0.083835,0.893215,0.036976,0.06981,16,9,9,-1.636514,-1.306658,-0.85215,-0.584719,-0.494919,-0.346536,-0.179193,-0.069296,0.086486,0.176452,0.311091,0.350861,0.384129,0.428823,0.754586,-3.586452,-2.31313,-1.630558,-1.058128,-0.883544,-0.659892,-0.316669,-0.137707,0.33896,0.587387,0.867916,1.27826,1.917112,2.59764,3.28296,-1.197601,-0.795395,-0.67644,-0.62368,-0.553776,-0.231466,-0.145906,0.052459,0.137675,0.323627,0.380232,0.499812,0.595907,0.725264,0.80348,11
0.608081,1.620994,0.389398,0.786903,0.143123,0.172848,0.607332,1.575477,0.391683,0.737841,0.139768,0.165908,0.072811,0.418381,0.006426,-0.285112,-0.034375,0.051754,0.117422,0.834426,0.048152,0.924787,0.030593,0.04462,12,9,10,-1.257899,-0.774907,-0.637444,-0.501495,-0.368287,-0.245045,-0.084461,0.029955,0.122489,0.222625,0.298759,0.419001,0.578973,0.788425,1.169594,-2.642201,-1.883142,-1.026586,-0.817684,-0.473355,-0.296009,-0.02736,0.133406,0.23194,0.384596,0.646376,1.127744,1.501924,2.647137,3.215101,-0.722224,-0.590676,-0.546447,-0.375261,-0.249236,-0.145084,-0.062758,-0.020558,0.055655,0.106044,0.239467,0.293508,0.371357,0.460285,0.595688,11
0.705841,2.091876,0.694149,1.046622,0.174565,0.183122,0.707415,2.036105,0.680065,1.048084,0.175024,0.18271,0.057763,0.525627,0.156506,-0.09562,-0.013408,0.022844,0.093019,0.817017,0.089963,0.944794,0.026283,0.028923,14,8,10,-1.313371,-1.071347,-0.830684,-0.539319,-0.327332,-0.166184,-0.035565,0.042882,0.097596,0.215573,0.315316,0.479878,0.557059,0.7434,1.205629,-4.08939,-2.550816,-0.939841,-0.78915,-0.643842,-0.371789,-0.222296,-0.024213,0.264718,0.397561,0.544911,1.586904,2.803625,3.44458,4.258655,-0.805361,-0.725508,-0.589861,-0.394008,-0.312394,-0.198719,-0.132095,0.021517,0.144478,0.224676,0.374486,0.528925,0.609247,0.867416,1.610872,11
0.681113,2.192275,0.79935,0.807589,0.174043,0.18469,0.649526,2.120988,0.79,0.769312,0.172283,0.182095,0.216267,0.598352,0.147892,-0.258861,0.03071,0.036393,0.078511,0.813355,0.108134,0.910129,0.04227,0.0476,15,9,18,-1.033389,-0.795752,-0.537298,-0.377114,-0.210991,-0.054277,0.046262,0.136806,0.200096,0.326921,0.401478,0.660752,0.738111,1.061896,1.338809,-3.396063,-2.419888,-1.166023,-0.918677,-0.473202,-0.306085,-0.166086,0.079673,0.252999,0.384884,0.562336,1.570207,2.445532,2.90339,4.583694,-1.488341,-0.670251,-0.519214,-0.43798,-0.370504,-0.153806,-0.061259,0.068198,0.144019,0.195712,0.251002,0.376967,0.489515,0.641953,0,11
0.780569,1.600942,0.545293,0.971736,0.177547,0.225997,0.763198,1.487532,0.538273,0.963447,0.17491,0.227282,0.183942,0.61394,0.105343,-0.164997,-0.036028,0.006334,0.175605,0.738696,0.085699,0.919563,0.030698,0.049738,12,5,13,-1.147236,-0.936146,-0.759525,-0.42095,-0.306438,-0.155011,-0.081098,0.089828,0.296496,0.37351,0.441443,0.573328,0.753292,0.874394,1.30635,-1.598081,-1.305907,-0.918345,-0.639776,-0.366596,-0.167316,0.049298,0.167289,0.488833,0.602132,0.8743,1.258661,1.611351,0,3.681909,-0.701554,-0.638699,-0.58444,-0.330014,-0.273569,-0.160142,-0.053235,0.03895,0.191613,0.233856,0.306739,0.346827,0.470094,0.5491,0.959677,11
0.682564,2.402785,0.885714,0.856795,0.193537,0.185463,0.685475,2.367202,0.869793,0.847194,0.191392,0.186341,0.043492,0.489672,0.193405,-0.159157,-0.035826,0.010373,0.066331,0.821978,0.111691,0.910847,0.046475,0.042678,13,7,10,-1.343625,-0.669118,-0.565456,-0.488448,-0.391121,-0.330416,-0.19167,-0.131752,-0.075989,0.129008,0.203518,0.300229,0.409289,0.758251,1.452226,-4.442789,-1.988582,-1.525685,-1.122108,-0.862728,-0.450992,-0.247232,-0.116073,0.008517,0.166217,0.75451,1.582249,2.163237,2.980053,3.98664,-1.007344,-0.800315,-0.602509,-0.434405,-0.319069,-0.255173,-0.147936,-0.013697,0.070279,0.209514,0.2996,0.40993,0.551372,0.900153,2.025387,11
